Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
5,6,1,6,0.0006666666666666666,80.54265108843586,agent.zip
5,3,3,6,0.0218,79.53827141447671,agent.zip
5,9,3,9,0.05433333333333333,92.14578254734997,agent.zip
5,3,1,12,0.0164,83.13839818865758,agent.zip
5,6,2,12,0.0178,93.70854036512736,agent.zip
5,3,1,6,0.0005333333333333334,80.54405804652882,agent.zip
10,3,1,9,0.002533333333333333,65.91691788657035,agent.zip
5,6,2,9,0.009933333333333334,82.78945390791074,agent.zip
10,3,3,6,0.04186666666666667,81.11737672362605,agent.zip
10,9,3,12,0.12426666666666666,75.65062418122616,agent.zip
10,6,1,6,0.007,76.82110233744326,agent.zip
10,9,1,6,0.0092,76.81951170746382,agent.zip
10,3,2,6,0.007466666666666667,69.99407461209009,agent.zip
20,9,1,6,0.0162,89.4169260375965,agent.zip
20,3,1,12,0.021733333333333334,84.26674565366619,agent.zip
20,3,3,12,0.18146666666666667,76.87812972051113,agent.zip
20,6,3,9,0.16826666666666668,70.17351162887871,agent.zip
20,3,3,6,0.07713333333333333,83.14009961968787,agent.zip
20,6,2,9,0.0898,74.27959399480277,agent.zip
20,9,3,6,0.10153333333333334,77.89484815725922,agent.zip
40,9,1,6,0.022933333333333333,80.26399409557222,agent.zip
40,9,2,6,0.06686666666666667,69.98593779986919,agent.zip
40,9,2,12,0.2408,78.2727262205549,agent.zip
40,3,1,9,0.0226,81.77458224413112,agent.zip
