Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
40,3,3,9,0.37222222222222223,55.05676718133768,agent.zip
30,3,2,6,0.24444444444444444,56.94682019241796,agent.zip
40,9,2,6,0.7611111111111111,53.57701826402832,agent.zip
30,3,3,6,0.24722222222222223,62.146736266278026,agent.zip
40,9,2,12,0.7611111111111111,53.57701826402832,agent.zip
30,9,3,9,0.4222222222222222,61.75846039587151,agent.zip
40,6,2,12,0.5916666666666667,53.50913978468137,agent.zip
40,9,3,12,0.6805555555555556,55.06014837594986,agent.zip
40,3,3,6,0.37222222222222223,55.05676718133768,agent.zip
40,3,3,12,0.37222222222222223,55.05676718133768,agent.zip
