Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
30,3,3,12,0.3111111111111111,62.54501035409399,agent.zip
30,6,2,9,0.2861111111111111,61.65388896997866,agent.zip
40,9,3,12,0.6,60.255446274488065,agent.zip
30,6,3,9,0.39444444444444443,64.26580859342575,agent.zip
30,3,2,9,0.23055555555555557,61.836301385282184,agent.zip
30,6,3,6,0.39444444444444443,64.26580859342575,agent.zip
40,6,2,9,0.5388888888888889,59.134286620462696,agent.zip
40,6,3,9,0.46944444444444444,60.73987982336308,agent.zip
40,9,2,9,0.6777777777777778,58.93244801959537,agent.zip
40,9,2,6,0.6777777777777778,58.93244801959537,agent.zip
