Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
30,6,3,12,0.38333333333333336,64.84131458940334,agent.zip
30,6,2,6,0.43333333333333335,52.05907104483992,agent.zip
30,9,3,12,0.49722222222222223,64.89740687329555,agent.zip
30,3,2,12,0.2916666666666667,51.96222048101504,agent.zip
30,9,3,6,0.49722222222222223,64.89740687329555,agent.zip
40,3,2,9,0.40555555555555556,57.8552044952008,agent.zip
40,3,3,9,0.5333333333333333,60.847056487747615,agent.zip
40,6,2,9,0.49722222222222223,57.93935215043333,agent.zip
40,3,3,6,0.5333333333333333,60.847056487747615,agent.zip
40,6,3,9,0.6722222222222223,60.642885122353924,agent.zip
