Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
30,3,2,6,0.35,51.63912634540065,agent.zip
30,3,3,9,0.3333333333333333,55.42755430217985,agent.zip
30,9,2,9,0.6444444444444445,52.61330092069085,agent.zip
30,9,3,6,0.5833333333333334,55.283443272688835,agent.zip
30,9,2,6,0.6444444444444445,52.61330092069085,agent.zip
40,6,2,12,0.4666666666666667,64.48479359473211,agent.zip
40,9,3,12,0.675,65.54778468175446,agent.zip
40,3,3,6,0.425,65.71538473739402,agent.zip
40,6,3,12,0.5472222222222223,65.70007737313922,agent.zip
40,6,2,9,0.4666666666666667,64.48479359473211,agent.zip
