Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
5,9,2,12,0.0226,70.71113291125616,agent.zip
5,3,1,6,0.0012666666666666666,85.10735047573573,agent.zip
10,3,2,6,0.025733333333333334,80.71953702168422,agent.zip
10,6,2,6,0.0348,83.81743040380168,agent.zip
10,9,1,6,0.0071333333333333335,83.5202452294931,agent.zip
5,3,2,9,0.012133333333333333,72.25511132487009,agent.zip
10,9,3,6,0.0672,70.25007572681739,agent.zip
10,3,1,6,0.0036666666666666666,88.24437859490122,agent.zip
10,3,2,9,0.031266666666666665,75.54555778292757,agent.zip
10,3,1,12,0.0142,65.44821757722352,agent.zip
10,3,3,9,0.07233333333333333,75.4491736007694,agent.zip
20,6,3,6,0.09153333333333333,68.17257430729542,agent.zip
20,3,2,6,0.017466666666666665,72.00017954136186,agent.zip
20,6,3,9,0.16766666666666666,71.2828235623912,agent.zip
20,9,2,12,0.17013333333333333,77.79936574615242,agent.zip
20,6,3,12,0.19793333333333332,68.6641881613751,agent.zip
20,6,2,12,0.15166666666666667,68.62229153198096,agent.zip
40,6,2,12,0.21906666666666666,80.56902925093563,agent.zip
40,3,3,6,0.12753333333333333,81.23317168666264,agent.zip
40,3,2,12,0.1648,90.1583990877687,agent.zip
40,9,2,9,0.22186666666666666,83.33346133276171,agent.zip
40,9,1,9,0.0762,71.21639519195855,agent.zip
40,9,3,12,0.48106666666666664,72.63639964696286,agent.zip
40,6,3,9,0.27486666666666665,68.59471021496738,agent.zip
