Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
30,9,3,12,0.6638888888888889,57.41223293533315,agent.zip
30,9,2,9,0.6111111111111112,57.88520155714784,agent.zip
40,6,3,9,0.5138888888888888,55.26423989386935,agent.zip
40,9,2,9,0.7416666666666667,60.3589721641416,agent.zip
30,6,3,9,0.5444444444444444,57.63605996171068,agent.zip
30,9,3,6,0.6638888888888889,57.41223293533315,agent.zip
30,3,2,9,0.28888888888888886,58.251424736380216,agent.zip
40,6,3,6,0.5138888888888888,55.26423989386935,agent.zip
40,9,3,6,0.6416666666666667,55.42466187478205,agent.zip
40,3,3,9,0.35,55.42491420031134,agent.zip
