Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
5,6,2,6,0.013533333333333333,80.91925293584005,agent.zip
5,6,3,12,0.07466666666666667,82.3306278159945,agent.zip
5,3,3,9,0.0376,68.96377114301154,agent.zip
5,6,2,12,0.03693333333333333,86.5323651723665,agent.zip
10,6,2,6,0.011866666666666666,79.02108183068745,agent.zip
5,3,1,12,0.006466666666666667,71.11119799324008,agent.zip
5,3,1,9,0.015333333333333332,88.92862407466403,agent.zip
5,3,1,6,0.004933333333333333,72.62863165988057,agent.zip
10,3,1,9,0.008533333333333334,75.0519530309939,agent.zip
10,9,2,12,0.0844,74.27124196947628,agent.zip
20,9,2,12,0.1862,78.18650024322197,agent.zip
20,9,3,12,0.25433333333333336,67.94600541655267,agent.zip
20,6,3,6,0.08993333333333334,68.31047634824208,agent.zip
20,6,2,12,0.1188,68.95868388632472,agent.zip
20,6,1,9,0.015133333333333334,83.1549400612646,agent.zip
20,9,2,9,0.09713333333333334,83.50475308792166,agent.zip
40,6,1,12,0.07493333333333334,94.28913647066946,agent.zip
40,9,3,12,0.4834,78.9164565413484,agent.zip
40,3,3,6,0.1576,62.35717616681257,agent.zip
40,6,3,12,0.40586666666666665,89.42570145805773,agent.zip
40,6,3,9,0.2786,69.80707425293141,agent.zip
40,6,2,6,0.0654,83.13546987389864,agent.zip
40,9,1,12,0.10513333333333333,80.96054019681007,agent.zip
40,9,1,6,0.03553333333333333,72.75368672043474,agent.zip
