Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
20,9,1,9,0.026333333333333334,87.42449416224184,agent.zip
5,3,2,12,0.03233333333333333,95.13091512514059,agent.zip
20,3,3,9,0.10533333333333333,84.31822400320284,agent.zip
10,6,1,9,0.009333333333333334,77.15953362094518,agent.zip
40,3,2,9,0.08766666666666667,99.3056764207466,agent.zip
5,9,1,6,0.006666666666666667,75.43227418196382,agent.zip
20,3,1,9,0.048666666666666664,73.22321412769102,agent.zip
5,6,3,12,0.09133333333333334,97.59674272360756,agent.zip
40,3,1,6,0.01633333333333333,76.01886663484255,agent.zip
10,9,3,12,0.136,79.53680917224143,agent.zip
40,6,2,12,0.25166666666666665,69.77017774096076,agent.zip
10,3,1,12,0.02033333333333333,85.45567281355454,agent.zip
40,3,1,12,0.010333333333333333,95.36829807710757,agent.zip
40,6,1,6,0.022,87.18300402286788,agent.zip
10,6,3,6,0.04666666666666667,65.39385885622765,agent.zip
5,9,3,12,0.078,86.22065093663775,agent.zip
20,6,2,6,0.023666666666666666,57.112043013676065,agent.zip
10,3,2,12,0.017333333333333333,78.23629701772522,agent.zip
20,6,3,6,0.07166666666666667,81.52710582048172,agent.zip
20,6,1,12,0.014666666666666666,85.85755684676265,agent.zip
5,3,2,9,0.04933333333333333,88.5341880148598,agent.zip
20,6,3,12,0.208,84.7404286192438,agent.zip
20,6,3,9,0.12833333333333333,50.211722679552764,agent.zip
40,6,3,6,0.239,64.33291610029097,agent.zip
