Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
30,9,3,9,0.5388888888888889,58.47721663845274,agent.zip
40,9,3,12,0.6833333333333333,60.160612190865244,agent.zip
40,9,2,9,0.7083333333333334,60.868864787090125,agent.zip
30,9,3,6,0.5388888888888889,58.47721663845274,agent.zip
30,6,3,9,0.4222222222222222,58.60016947897059,agent.zip
30,9,2,12,0.6083333333333333,56.80342631917327,agent.zip
30,6,3,12,0.4222222222222222,58.60016947897059,agent.zip
40,9,2,6,0.7083333333333334,60.868864787090125,agent.zip
40,3,3,9,0.4083333333333333,59.915807508010495,agent.zip
40,3,2,9,0.43333333333333335,60.567748510282605,agent.zip
