Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
30,3,2,12,0.25277777777777777,50.60982751299499,agent.zip
40,6,2,6,0.5555555555555556,55.802959701798756,agent.zip
30,3,2,6,0.25277777777777777,50.60982751299499,agent.zip
30,6,2,6,0.37222222222222223,50.71157311114314,agent.zip
30,9,2,12,0.4777777777777778,50.8720794584855,agent.zip
30,6,2,12,0.37222222222222223,50.71157311114314,agent.zip
30,6,3,6,0.3472222222222222,61.184596431735294,agent.zip
40,6,2,12,0.5555555555555556,55.802959701798756,agent.zip
40,9,3,9,0.7138888888888889,56.540384157303585,agent.zip
40,6,3,9,0.6083333333333333,56.8122956841882,agent.zip
