Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
5,3,3,12,0.0362,64.41527240953657,agent.zip
5,9,1,6,0.0031333333333333335,70.3050306508192,agent.zip
5,3,2,12,0.024466666666666668,70.84097244082758,agent.zip
5,9,2,6,0.010133333333333333,74.09314553568069,agent.zip
10,3,1,9,0.0036,85.48617525534763,agent.zip
5,3,1,9,0.0034666666666666665,81.08620820174337,agent.zip
5,6,3,6,0.023133333333333332,65.23490360028045,agent.zip
10,6,3,6,0.058666666666666666,62.590604912901625,agent.zip
10,3,3,6,0.042466666666666666,62.591022158102234,agent.zip
10,9,1,12,0.025066666666666668,83.3087688599929,agent.zip
10,6,1,9,0.0052,85.48045059336137,agent.zip
10,6,1,12,0.01806666666666667,83.33311212354985,agent.zip
10,6,1,6,0.0152,76.38276358967458,agent.zip
20,6,3,6,0.08573333333333333,65.70637749926041,agent.zip
20,9,3,6,0.11566666666666667,57.834578951226696,agent.zip
20,9,3,9,0.2454,70.02437268001535,agent.zip
20,9,2,9,0.1122,73.86080096811737,agent.zip
20,3,1,9,0.0122,66.34687806883113,agent.zip
20,3,3,9,0.10346666666666667,65.4766877764259,agent.zip
20,3,2,12,0.087,72.17515271187787,agent.zip
40,9,1,6,0.061066666666666665,58.78838263474144,agent.zip
40,9,2,9,0.2146,85.05441764267677,agent.zip
40,6,2,6,0.0804,74.18306016631753,agent.zip
40,9,3,6,0.181,71.66755109151042,agent.zip
