Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
5,6,3,12,0.016666666666666666,72.35730227467778,agent.zip
10,3,1,12,0.05466666666666667,80.27999604743691,agent.zip
10,9,3,12,0.144,78.37750887956497,agent.zip
5,6,2,9,0.003,73.67687948246531,agent.zip
20,3,3,12,0.12933333333333333,76.79391010484439,agent.zip
20,9,2,12,0.076,69.29233142134923,agent.zip
20,6,3,9,0.16966666666666666,93.80344076076268,agent.zip
40,9,3,6,0.23466666666666666,89.8972996247146,agent.zip
5,9,1,9,0.003,55.234743206971295,agent.zip
5,3,2,6,0.011666666666666667,44.58380251221607,agent.zip
10,3,2,6,0.004666666666666667,79.86732182136541,agent.zip
10,9,1,6,0.0,84.90529670740447,agent.zip
40,9,1,6,0.021666666666666667,76.2222863671662,agent.zip
5,6,3,9,0.025333333333333333,65.50535751994157,agent.zip
40,3,3,12,0.22066666666666668,72.22366501534033,agent.zip
40,6,1,9,0.021333333333333333,69.904016948425,agent.zip
5,6,1,9,0.012666666666666666,67.38803285994925,agent.zip
20,3,1,6,0.007333333333333333,59.71527702867169,agent.zip
5,9,1,6,0.004,72.430655193836,agent.zip
10,6,2,12,0.038,70.52808950663241,agent.zip
5,9,3,9,0.05733333333333333,82.19557053889368,agent.zip
20,3,2,12,0.10233333333333333,89.1264342031047,agent.zip
40,6,2,9,0.13266666666666665,56.08205722822458,agent.zip
40,3,2,9,0.101,74.42995711139922,agent.zip
