Model Checkpoint,Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Avg of Max Deviations
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,9,2,12,0.1383,39.52160861643709,65.19307044036177
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,9,3,6,0.1399,38.18147059779574,65.15133092282709
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,9,3,9,0.15428,37.33716625025575,61.79889376710073
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,5,9,3,12,0.14008,37.654074158962274,63.51722617799064
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,3,1,6,0.10894,38.31190902120106,63.202939003869815
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,3,1,9,0.15296,37.97403011468025,60.48987614766611
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,3,1,12,0.10156,37.21869842949022,63.13014495921863
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,3,2,6,0.1677,35.75370090886056,64.48984501753111
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,3,2,9,0.1534,35.46709753165271,59.32358834994116
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,3,2,12,0.1769,35.00774203660787,61.547874729234124
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,3,3,6,0.25126,37.68083265704884,62.14517775247506
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,3,3,9,0.1972,38.617705026221344,63.02408495068481
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,3,3,12,0.20132,34.980071021606285,61.627452160705914
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,6,1,6,0.1316,43.102445381683765,63.183619523652744
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,6,1,9,0.1428,37.51007470285436,62.635436529144435
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,6,1,12,0.12124,39.9264342885461,63.935035542854976
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,6,2,6,0.19196,39.120598627295145,61.67016046161595
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,6,2,9,0.1568,38.667271567677574,64.41404858988167
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,6,2,12,0.21818,37.76791815747684,61.66766926921583
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,6,3,6,0.20666,39.92296065333675,63.829980058047774
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,6,3,9,0.2317,39.29940263166753,63.24328631224137
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,6,3,12,0.21916,37.11321222068423,60.58709642375968
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,9,1,6,0.16514,37.156944173537624,63.37981158748821
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,9,1,9,0.17774,41.12910980321765,63.18541108270729
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,9,1,12,0.134,38.57510626935898,61.917664066205646
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,9,2,6,0.21328,43.04538625174105,66.3802608308564
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,9,2,9,0.18738,39.06178941735455,62.85284174576991
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,9,2,12,0.22062,39.42478301011025,65.23515444577896
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,9,3,6,0.27792,41.0541740205691,63.73761767496105
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,9,3,9,0.26676,40.125715347198565,62.105760926713536
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,10,9,3,12,0.27514,39.43112036243897,63.973077107540384
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,3,1,6,0.22814,41.61589011305374,63.936091573313924
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,3,1,9,0.21568,38.01792485044101,62.81701730303464
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,3,1,12,0.257,38.57567247526373,65.7562789015215
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,3,2,6,0.24866,37.47989078155264,62.883324556083295
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,3,2,9,0.2846,36.73860830691046,60.45612069328808
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,3,2,12,0.2769,36.50523737784526,64.12487886234048
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,3,3,6,0.31142,41.390307092945804,65.57001550136441
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,3,3,9,0.33248,38.28325005559084,62.98664931477849
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,3,3,12,0.33464,39.02647375582448,65.35754883250266
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,6,1,6,0.23822,39.287752025844924,60.88296191589918
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,6,1,9,0.30138,39.6157010386996,63.005920361413224
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,6,1,12,0.27336,41.536506838811896,63.389304423404376
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,6,2,6,0.28782,37.5556736957187,62.39451506888609
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,6,2,9,0.33394,40.75575788905425,65.01275706275372
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,6,2,12,0.31272,38.009700443339675,61.702509260839314
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,6,3,6,0.3525,38.63509058887131,60.52089168673469
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,6,3,9,0.32056,44.78235684073405,67.88692882863931
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,6,3,12,0.38734,40.116356286463464,64.70586141077126
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,9,1,6,0.26774,41.351235507782086,60.85688289842148
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,9,1,9,0.32806,44.0559216780789,67.6194568273739
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,9,1,12,0.30104,44.39859914327274,66.7169806153531
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,9,2,6,0.32738,42.70127055295459,64.82259679885765
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,9,2,9,0.35572,41.79247227002331,63.40763395187401
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,9,2,12,0.37066,44.27299749486473,67.08833818569795
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,9,3,6,0.35616,43.10261781853484,64.24261809209206
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,9,3,9,0.43784,46.51954575011359,67.59009367734811
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,20,9,3,12,0.42612,48.73408370638088,69.98573525712503
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,3,1,6,0.35188,40.78275420642,63.34421866292645
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,3,1,9,0.38678,36.81233474800723,63.40837877851479
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,3,1,12,0.38628,41.76536609056162,64.04906011057484
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,3,2,6,0.37858,40.701462373384764,66.60536745244168
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,3,2,9,0.4235,35.525698651022296,61.68087576679613
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,3,2,12,0.3657,38.74693940818428,63.749011703391254
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,3,3,6,0.42216,42.419354250622106,67.23359457783894
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,3,3,9,0.46892,40.26505085961673,66.95789536275382
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,3,3,12,0.48018,41.54701981773861,65.18551863275337
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,6,1,6,0.38276,42.59819863198727,63.87721974092029
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,6,1,9,0.409,40.28840894782793,63.23688456719418
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,6,1,12,0.4803,41.816212376696825,65.14808579219617
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,6,2,6,0.39464,42.03685074923592,64.20855649585873
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,6,2,9,0.4131,48.21881374584398,70.35413512688724
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,6,2,12,0.47172,40.75350703155232,61.20519805585526
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,6,3,6,0.45178,43.20225755765731,66.02524787519323
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,6,3,9,0.48636,40.954136759649735,64.28159114710965
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,6,3,12,0.54202,43.80396076210039,66.59002474359566
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,9,1,6,0.46354,38.67231599823982,60.95224695317369
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,9,1,9,0.48448,44.34107697406058,64.27186320111136
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,9,1,12,0.48064,42.04996139232965,60.35059625025733
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,9,2,6,0.47398,46.760969003063835,64.98939328464876
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,9,2,9,0.5484,42.12777692457706,62.18447957579852
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,9,2,12,0.53706,50.79569997995713,68.95782945699946
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,9,3,6,0.52696,47.5502019258114,67.59500253358307
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,9,3,9,0.59664,44.97824533590671,66.67081944517308
ppo_intruder_24_50_PBRS_Training_2_1500000_steps.zip,40,9,3,12,0.6234,44.055788039589736,65.43033254774498
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,3,1,6,0.0577,45.565885722843284,60.76739213406738
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,3,1,9,0.0671,44.959085934750846,61.434996790097145
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,3,1,12,0.06112,47.204519289586166,61.84849296016321
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,3,2,6,0.12184,46.55399800552316,63.80574160262228
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,3,2,9,0.09286,47.43698820020681,62.241018770982826
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,3,2,12,0.10554,44.08890855237055,61.16524087052195
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,3,3,6,0.13302,45.26951578194442,61.141808204031065
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,3,3,9,0.13714,46.49565070335092,63.19811938641172
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,3,3,12,0.14382,47.00950923424187,63.784101297040976
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,6,1,6,0.05322,48.737282685440135,65.30781129110301
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,6,1,9,0.05992,48.862603365914026,64.8019817433545
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,6,1,12,0.06618,51.56617683798624,66.66048250887161
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,6,2,6,0.08914,44.791099964038075,61.2899095781498
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,6,2,9,0.11884,47.97810837000862,64.52953210260075
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,6,2,12,0.1264,48.2560518670758,63.95616457700505
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,6,3,6,0.14862,46.32644643054807,63.82741555234159
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,6,3,9,0.16724,47.04577507639405,62.55598593823862
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,6,3,12,0.14346,48.38864120730782,65.39283927513652
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,9,1,6,0.09046,46.6421202615498,61.95702172228229
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,9,1,9,0.06294,50.79424791021691,66.0954140028311
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,9,1,12,0.0521,46.1069355853491,61.4495497810695
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,9,2,6,0.12512,49.393979364482966,65.32660197256111
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,9,2,9,0.10702,48.17381018740418,63.64740664867607
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,9,2,12,0.15094,46.4240891124549,63.77678741533161
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,9,3,6,0.17296,49.8545477343654,65.34232390696974
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,9,3,9,0.16474,46.14793221296223,61.62061169997332
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,5,9,3,12,0.16952,46.34949222731358,62.54484420220184
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,3,1,6,0.11846,44.289826617334654,61.53765565356272
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,3,1,9,0.12904,42.08334354125682,58.28764090636176
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,3,1,12,0.127,48.96457410898864,64.15012824856977
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,3,2,6,0.16894,48.31045151390177,63.12335313643084
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,3,2,9,0.19674,45.402329891704575,61.70029011582372
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,3,2,12,0.1957,46.07337849233311,62.36906399111045
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,3,3,6,0.20118,53.61379170691488,68.30391434587833
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,3,3,9,0.20176,49.91833615275081,66.34407925181819
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,3,3,12,0.21516,49.11697619677202,66.37660898074841
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,6,1,6,0.13954,50.925224905089074,65.87826560619095
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,6,1,9,0.15098,47.30401407978561,63.48084378188727
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,6,1,12,0.14304,46.179117331525674,60.608698295959314
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,6,2,6,0.17754,49.906119657728865,64.4020559723861
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,6,2,9,0.18986,51.59204911655628,65.95820377955374
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,6,2,12,0.17676,47.58321419123345,63.47213759990336
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,6,3,6,0.24856,55.92856287450394,69.24358193178537
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,6,3,9,0.23552,50.87602244585606,66.13280078810875
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,6,3,12,0.23378,54.744367944133444,70.37576331123473
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,9,1,6,0.18446,48.24000118173138,61.9062575166476
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,9,1,9,0.1789,48.580802102835506,63.612980002275684
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,9,1,12,0.1815,51.16382551315273,63.91180637950896
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,9,2,6,0.23316,49.303567670169016,64.58284775677005
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,9,2,9,0.2087,50.070578642209654,65.78749832382708
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,9,2,12,0.24208,51.612197815339194,65.78219596961493
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,9,3,6,0.2892,51.61205045229775,65.61813442547316
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,9,3,9,0.26384,50.421095169510735,64.84800766802333
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,10,9,3,12,0.27268,54.96947836869253,69.24435877904769
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,3,1,6,0.24942,46.44757977703772,61.45715283074572
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,3,1,9,0.23012,46.2201419922106,60.32036551151684
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,3,1,12,0.22108,45.97589835756544,60.46115426479346
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,3,2,6,0.28988,46.12094748956951,61.55031916625252
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,3,2,9,0.23616,51.79842687015668,65.5288058233214
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,3,2,12,0.28444,50.28777273297128,65.67604111081332
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,3,3,6,0.33352,53.7736844681634,67.972304758064
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,3,3,9,0.3226,47.909589356136976,63.1487538547973
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,3,3,12,0.36122,52.512914837495806,67.00273573740192
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,6,1,6,0.28118,50.30620092154002,65.49300138685078
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,6,1,9,0.28486,49.728143347668386,64.22244227670706
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,6,1,12,0.25496,51.81972203302531,66.14274253253343
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,6,2,6,0.3071,53.2984986993828,66.2977504659714
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,6,2,9,0.2958,50.912208975141084,65.64314335968815
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,6,2,12,0.30532,49.245895252808886,64.1663335221065
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,6,3,6,0.35782,53.36351868139256,67.27791070127455
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,6,3,9,0.36972,48.38325991838218,62.58663137023555
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,6,3,12,0.37314,50.50959541338703,66.53430308910528
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,9,1,6,0.27034,50.953722829968,64.06126577054773
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,9,1,9,0.30836,49.87692814840915,62.81924516976318
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,9,1,12,0.3503,48.83194539133119,62.58696712205161
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,9,2,6,0.34714,51.70247161230788,66.17514417831791
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,9,2,9,0.3668,48.626442976838305,62.75689226434063
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,9,2,12,0.38794,47.407981589127665,63.909478005723265
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,9,3,6,0.41022,52.36408667056975,66.17262999716746
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,9,3,9,0.47838,51.71817959617274,65.21481260247589
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,20,9,3,12,0.43402,56.020528699376676,70.46802173107379
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,3,1,6,0.4002,48.360435681926546,63.956827744423975
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,3,1,9,0.38884,47.81634386871468,62.10368268129382
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,3,1,12,0.38492,46.66653849661722,60.8970455771287
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,3,2,6,0.38276,51.554742581680586,66.53519884928204
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,3,2,9,0.3848,50.89246782004751,65.4095867007823
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,3,2,12,0.43516,50.14629410394503,65.40425225001361
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,3,3,6,0.42046,50.03105283816149,62.71499975993168
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,3,3,9,0.44598,49.62557838288096,63.30984788525212
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,3,3,12,0.50822,51.7607757163739,65.86369464549867
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,6,1,6,0.37988,50.927681025628026,65.15492913896935
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,6,1,9,0.41334,51.40113854886175,63.65837503798184
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,6,1,12,0.41904,50.39472857961603,62.74360013384781
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,6,2,6,0.42268,50.91347597193119,65.68264431730928
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,6,2,9,0.50042,51.5643254462069,64.59073366986591
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,6,2,12,0.46322,53.55056940459102,66.50029128961536
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,6,3,6,0.50974,51.760828902281965,66.85344444549237
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,6,3,9,0.52356,55.200468097515184,68.14621725265579
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,6,3,12,0.59526,53.90861804161129,68.50395236825241
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,9,1,6,0.53608,50.50910499673222,65.1073928314928
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,9,1,9,0.49576,47.3492380845123,61.4869728779447
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,9,1,12,0.48738,53.88484441500741,68.68531928638063
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,9,2,6,0.5071,53.59744523762853,67.10365938663831
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,9,2,9,0.58486,49.67693220419969,63.2611933858076
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,9,2,12,0.57382,50.043027083188846,65.40222166722111
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,9,3,6,0.6051,50.874489872568404,65.27293645226682
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,9,3,9,0.65628,51.25856930443398,65.0001879416045
ppo_intruder_24_50_PBRS_Training_2_3000000_steps.zip,40,9,3,12,0.66512,49.766148685404815,64.93741288376265
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,3,1,6,0.06108,36.444601707006036,62.46707561870058
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,3,1,9,0.0416,34.568272930959054,61.94802499985696
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,3,1,12,0.05328,37.98060932123434,61.7362131530776
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,3,2,6,0.08718,31.623388647134053,60.376543180112314
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,3,2,9,0.10672,35.33261149700337,59.017196671187705
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,3,2,12,0.0886,33.466204054137506,62.03286716517265
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,3,3,6,0.1419,36.0719091894452,64.06612189803629
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,3,3,9,0.13982,34.84175280232495,61.96795853203351
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,3,3,12,0.12014,33.621452152395676,60.3709152098468
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,6,1,6,0.05118,36.47979509437617,62.24526760670298
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,6,1,9,0.04696,36.44204782187126,64.0496623555303
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,6,1,12,0.0524,35.73729622782025,61.71848603050818
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,6,2,6,0.0828,34.85735010298596,59.47903107143397
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,6,2,9,0.09446,34.27727492860469,58.71325378615461
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,6,2,12,0.0783,33.7712984341413,59.61116967666704
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,6,3,6,0.1159,34.463895175707464,59.7250108390344
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,6,3,9,0.15572,34.217432975233,59.29554891079767
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,6,3,12,0.12026,32.89799347480695,58.27157590976212
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,9,1,6,0.06094,43.639687584479,66.668733175357
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,9,1,9,0.0888,37.24590686549875,62.04179149542632
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,9,1,12,0.06604,41.77126008535937,66.61322568643102
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,9,2,6,0.08416,39.0988958407271,64.2802718813063
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,9,2,9,0.10974,37.899124939300876,61.144192868032775
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,9,2,12,0.10772,36.33208379970599,59.936747113133634
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,9,3,6,0.13874,38.48094676574443,60.12661923631766
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,9,3,9,0.13692,39.97839871804453,63.048076712874774
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,5,9,3,12,0.12206,40.19936511016587,67.91801738052622
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,3,1,6,0.11628,34.511411592056476,59.999325087333375
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,3,1,9,0.12164,33.54306493397733,61.34283131013997
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,3,1,12,0.11006,33.81361756743213,58.266935613195194
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,3,2,6,0.17002,36.224873136082955,63.39034678054073
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,3,2,9,0.1774,31.979719349922995,58.4745967592653
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,3,2,12,0.18096,32.18859113536159,57.77783558885381
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,3,3,6,0.22984,35.18652906523919,59.00691588846478
ppo_intruder_24_50_PBRS_Training_2_2000000_steps.zip,10,3,3,9,0.22856,35.079316883852385,60.827753555919216
