Environment Size,Obstacle %,Normalized Steps,Success Rate,Avg Collisions
25,0.1,0.40160000000000007,99.4,0.0
25,0.5,0.40584000000000003,98.8,0.004
25,1.0,0.4202,98.3,0.01
25,2.0,0.43212000000000006,97.7,0.096
25,5.0,0.49956000000000006,94.6,0.2
50,0.1,0.47392,94.0,0.084
50,0.5,0.4575600000000001,96.3,0.669
50,1.0,0.53374,93.5,1.158
50,2.0,0.65684,85.6,1.169
50,5.0,1.08622,58.5,0.834
100,0.1,0.5046299999999999,93.0,3.101
