Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
30,6,3,9,0.525,50.99234936517066,agent.zip
40,9,2,12,0.6166666666666667,58.69208533925325,agent.zip
30,3,2,12,0.3638888888888889,54.266320116362806,agent.zip
30,6,2,12,0.5,54.204939539982554,agent.zip
30,3,2,6,0.3638888888888889,54.266320116362806,agent.zip
30,6,3,6,0.525,50.99234936517066,agent.zip
40,3,2,12,0.35555555555555557,58.10267142896995,agent.zip
40,6,3,9,0.475,57.59326291019391,agent.zip
40,3,2,6,0.35555555555555557,58.10267142896995,agent.zip
40,3,3,6,0.34444444444444444,57.50000058739139,agent.zip
