Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
30,3,2,6,0.375,68.39631072142026,agent.zip
40,3,3,12,0.35,58.760483702414604,agent.zip
30,3,2,12,0.375,68.39631072142026,agent.zip
30,3,3,12,0.3472222222222222,68.00069392939355,agent.zip
30,6,2,12,0.5555555555555556,68.32108457480196,agent.zip
40,9,2,9,0.6833333333333333,61.18370997805613,agent.zip
40,9,3,6,0.6611111111111111,58.451380921338064,agent.zip
40,3,2,9,0.4888888888888889,61.16334618014512,agent.zip
40,3,3,9,0.35,58.760483702414604,agent.zip
40,6,3,6,0.5083333333333333,58.45129782222157,agent.zip
