Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
5,9,3,12,0.067,55.35592787820089,agent.zip
5,3,3,12,0.03833333333333333,55.361589996116116,agent.zip
5,6,3,12,0.0528,55.36158222770229,agent.zip
5,9,2,6,0.022466666666666666,81.60242992697113,agent.zip
10,9,1,9,0.012866666666666667,71.59118692185729,agent.zip
10,3,3,6,0.0372,80.98066393059166,agent.zip
10,9,2,12,0.09946666666666666,60.944213320317914,agent.zip
10,6,1,9,0.005666666666666667,71.59522855386373,agent.zip
10,9,1,12,0.021266666666666666,67.14703949390065,agent.zip
10,9,2,9,0.03793333333333333,69.70491238880577,agent.zip
20,9,1,12,0.0514,70.95375019328898,agent.zip
20,3,3,6,0.08406666666666666,77.61478059203087,agent.zip
20,6,1,9,0.030933333333333334,79.51641373780161,agent.zip
20,6,3,12,0.2222,73.06810400515474,agent.zip
20,3,2,9,0.03813333333333333,80.44692805754539,agent.zip
20,9,3,6,0.13753333333333334,62.9815419253672,agent.zip
20,6,1,6,0.014866666666666667,87.95083910625941,agent.zip
20,6,2,6,0.03233333333333333,78.20549443678789,agent.zip
20,9,1,9,0.0462,82.2060083310155,agent.zip
40,6,1,6,0.042133333333333335,80.91218392883647,agent.zip
40,6,2,9,0.1266,68.53802815581564,agent.zip
40,3,3,9,0.22573333333333334,72.52762708798255,agent.zip
40,6,3,6,0.1698,74.94122992820154,agent.zip
40,6,3,12,0.3724,65.65737675391155,agent.zip
