Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
10,9,1,6,0.014333333333333333,74.87621031347582,agent.zip
10,6,3,9,0.11046666666666667,72.48692504930838,agent.zip
5,3,2,6,0.011333333333333334,74.61397038599313,agent.zip
5,9,1,12,0.013333333333333334,77.97735797495938,agent.zip
10,3,3,9,0.07866666666666666,75.36363589596252,agent.zip
10,6,2,6,0.0152,82.52375718568517,agent.zip
10,3,1,6,0.004266666666666667,74.90252304831724,agent.zip
10,6,1,12,0.0208,75.67471317981806,agent.zip
10,6,2,9,0.03406666666666667,68.88112944270416,agent.zip
10,9,3,9,0.143,77.98989594208076,agent.zip
10,9,1,9,0.0202,79.03085377663064,agent.zip
10,9,3,12,0.14053333333333334,90.05684982249225,agent.zip
20,9,2,9,0.08673333333333333,85.47742201275138,agent.zip
20,9,3,6,0.14286666666666667,61.529844405585926,agent.zip
20,9,1,6,0.025533333333333335,86.33332490309321,agent.zip
20,3,3,6,0.0632,67.64888560655628,agent.zip
20,6,1,9,0.033,77.65910134129258,agent.zip
20,6,3,6,0.0978,65.32793784767028,agent.zip
20,9,2,6,0.0912,67.53847111505796,agent.zip
20,9,1,12,0.03886666666666667,74.81608496492613,agent.zip
20,3,1,12,0.0194,74.84705930551468,agent.zip
20,6,1,6,0.0176,86.36581004293662,agent.zip
40,6,3,6,0.1922,86.57718274789764,agent.zip
40,3,3,9,0.20146666666666666,75.47683816887171,agent.zip
