Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
30,6,2,12,0.4638888888888889,57.22870039291801,agent.zip
30,9,3,12,0.675,51.32661174269162,agent.zip
30,3,3,6,0.41388888888888886,50.37736261496591,agent.zip
40,6,2,9,0.5222222222222223,57.56688614839012,agent.zip
40,6,3,6,0.4638888888888889,57.4244167564606,agent.zip
40,3,2,6,0.325,57.552315485721294,agent.zip
40,9,3,12,0.5333333333333333,58.43453451295841,agent.zip
40,3,3,9,0.3138888888888889,57.58051296900879,agent.zip
40,9,3,6,0.5333333333333333,58.43453451295841,agent.zip
40,9,3,9,0.5333333333333333,58.43453451295841,agent.zip
