Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
5,3,1,12,0.0017333333333333333,75.5202179193602,agent.zip
5,3,2,12,0.014266666666666667,74.55878404826139,agent.zip
5,6,3,12,0.0698,74.77346639880055,agent.zip
5,9,1,6,0.005733333333333333,79.39245860790265,agent.zip
5,6,1,6,0.003933333333333333,79.40783685534952,agent.zip
10,6,3,12,0.11646666666666666,78.09870676179713,agent.zip
5,6,2,9,0.023866666666666668,67.01486862829361,agent.zip
5,9,3,12,0.08906666666666667,74.75017940004683,agent.zip
5,9,2,9,0.032266666666666666,67.02011773782597,agent.zip
5,9,2,6,0.010466666666666668,74.97701279265513,agent.zip
5,6,2,12,0.019733333333333332,74.55817143490047,agent.zip
5,9,1,9,0.0052,72.31477326768878,agent.zip
10,6,2,9,0.0528,73.75314958332963,agent.zip
10,3,1,12,0.025066666666666668,72.61654927687668,agent.zip
10,6,2,6,0.0264,88.53386600605224,agent.zip
10,3,1,6,0.007066666666666666,92.82385567129538,agent.zip
20,3,2,12,0.09133333333333334,69.9150437523875,agent.zip
20,3,2,6,0.0256,58.86192925296324,agent.zip
20,9,2,9,0.1052,65.30692003149551,agent.zip
20,3,1,9,0.019533333333333333,75.30780639544905,agent.zip
20,3,3,12,0.16653333333333334,66.40313001978508,agent.zip
40,6,2,9,0.13146666666666668,84.1974981047474,agent.zip
40,9,2,9,0.22313333333333332,74.27820829949,agent.zip
40,6,3,12,0.3648,80.59582742047135,agent.zip
