Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
30,9,3,6,0.6111111111111112,57.2738697489973,agent.zip
30,9,2,6,0.55,68.83583006896329,agent.zip
30,6,2,12,0.4388888888888889,68.97784243447205,agent.zip
30,6,3,9,0.4583333333333333,57.376474808511794,agent.zip
30,3,2,12,0.29444444444444445,65.0889840187021,agent.zip
30,9,3,12,0.6111111111111112,57.2738697489973,agent.zip
30,9,2,9,0.55,68.83583006896329,agent.zip
40,9,3,6,0.675,56.23674814067476,agent.zip
40,3,3,6,0.41388888888888886,56.047306277347765,agent.zip
40,3,2,12,0.36944444444444446,56.84124366839591,agent.zip
