Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
5,9,2,12,0.036,80.01373186593126,agent.zip
5,6,2,6,0.010066666666666666,78.29680096674001,agent.zip
5,9,1,9,0.005533333333333334,90.60540993195674,agent.zip
5,9,3,9,0.0432,75.34786302870702,agent.zip
10,6,3,9,0.0708,82.3343943312761,agent.zip
10,9,1,12,0.02493333333333333,67.60228635058762,agent.zip
10,6,1,12,0.018466666666666666,67.6033491915068,agent.zip
10,9,3,12,0.17633333333333334,77.31925845508687,agent.zip
10,9,2,9,0.04513333333333333,90.4745535833561,agent.zip
10,3,1,6,0.0034666666666666665,83.24322822639868,agent.zip
10,9,3,9,0.09166666666666666,82.33115032193403,agent.zip
20,3,2,9,0.04033333333333333,77.66751262227002,agent.zip
20,6,2,12,0.12766666666666668,84.36524083349589,agent.zip
20,6,3,9,0.15206666666666666,77.40686976546264,agent.zip
20,9,2,12,0.14186666666666667,68.6587123654766,agent.zip
20,3,2,12,0.08466666666666667,78.62257313139139,agent.zip
40,6,3,12,0.4324,88.29940963707855,agent.zip
40,9,2,12,0.2796666666666667,65.97921835529574,agent.zip
40,9,1,6,0.048266666666666666,77.3374087660602,agent.zip
40,9,3,6,0.2708,82.07457041291212,agent.zip
40,6,2,12,0.2018,71.52225831014552,agent.zip
40,9,1,9,0.055466666666666664,89.3719591910139,agent.zip
40,9,2,6,0.07553333333333333,79.11376951773613,agent.zip
40,9,1,12,0.0822,77.06777059395668,agent.zip
