Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
5,3,3,6,0.0016666666666666668,50.151381736599184,agent.zip
5,3,2,6,0.0016666666666666668,81.79837453679521,agent.zip
20,6,1,12,0.044333333333333336,79.92671961142266,agent.zip
5,6,2,9,0.0,83.39805166833149,agent.zip
5,6,3,12,0.04933333333333333,64.279264731199,agent.zip
20,3,3,9,0.13366666666666666,74.72898060245284,agent.zip
10,3,1,6,0.007333333333333333,102.79109260931347,agent.zip
10,3,3,9,0.028666666666666667,85.81632907680948,agent.zip
10,6,1,12,0.0023333333333333335,81.54292414825228,agent.zip
10,3,2,6,0.045,77.88579247013304,agent.zip
5,6,3,6,0.002,50.126507474437204,agent.zip
5,9,3,9,0.035,79.5687047321647,agent.zip
5,3,1,12,0.004666666666666667,86.63430658161,agent.zip
5,6,2,6,0.0023333333333333335,81.79145255336311,agent.zip
5,9,2,9,0.0,83.4118889611817,agent.zip
20,6,1,9,0.05733333333333333,85.58111074286795,agent.zip
10,6,2,9,0.024666666666666667,84.05716449451971,agent.zip
10,9,2,12,0.126,67.50948408129585,agent.zip
20,3,1,6,0.004666666666666667,90.57849260040598,agent.zip
40,3,2,9,0.08533333333333333,100.38802041549263,agent.zip
40,6,1,9,0.019666666666666666,80.04206714984382,agent.zip
20,6,2,9,0.055,69.6359632812052,agent.zip
40,3,3,9,0.22766666666666666,76.40186065756686,agent.zip
40,9,3,9,0.3566666666666667,85.85566645399501,agent.zip
