Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
30,6,3,12,0.5083333333333333,53.59419579127344,agent.zip
40,3,3,9,0.3138888888888889,52.52662939887485,agent.zip
30,9,3,9,0.6388888888888888,53.42605640012389,agent.zip
30,3,3,12,0.37222222222222223,53.702212470658274,agent.zip
30,9,2,12,0.75,53.82645407124867,agent.zip
30,9,3,6,0.6388888888888888,53.42605640012389,agent.zip
40,9,2,9,0.4777777777777778,53.24044142627392,agent.zip
40,6,3,6,0.42777777777777776,52.366504664991396,agent.zip
40,6,3,9,0.42777777777777776,52.366504664991396,agent.zip
40,3,2,6,0.2861111111111111,53.2206893443398,agent.zip
