Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
5,3,3,12,0.055266666666666665,61.612951075947414,agent.zip
5,6,3,6,0.026466666666666666,82.42822490249605,agent.zip
5,9,2,9,0.03933333333333333,58.29271986843874,agent.zip
5,3,2,6,0.013333333333333334,62.23276854684327,agent.zip
10,6,1,9,0.013333333333333334,71.82539684840964,agent.zip
10,9,2,9,0.0712,62.26096230192891,agent.zip
10,3,3,12,0.0812,81.28524575960473,agent.zip
10,3,1,12,0.002533333333333333,72.24853425513628,agent.zip
10,6,1,12,0.006266666666666667,72.24086154465881,agent.zip
20,3,3,6,0.0676,79.39275951651743,agent.zip
20,3,2,6,0.025,77.39298274005867,agent.zip
20,9,3,6,0.138,78.94061358872814,agent.zip
20,3,1,6,0.006333333333333333,61.44281271096985,agent.zip
20,9,3,9,0.23493333333333333,70.22321863910791,agent.zip
20,9,1,12,0.046,68.31245698517498,agent.zip
40,6,3,9,0.29506666666666664,61.88291819597098,agent.zip
40,6,2,12,0.1958,67.99201720656608,agent.zip
40,9,1,12,0.09426666666666667,87.7851712318422,agent.zip
40,6,1,6,0.0736,75.72281674405784,agent.zip
40,3,3,9,0.2314,78.53698664855784,agent.zip
40,9,2,6,0.12906666666666666,91.58570987198904,agent.zip
40,9,3,6,0.2643333333333333,84.69433471765281,agent.zip
40,6,2,6,0.09106666666666667,73.90527945976943,agent.zip
40,9,2,9,0.20266666666666666,72.81640008211467,agent.zip
