Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
30,6,3,6,0.325,66.36486958132451,agent.zip
30,9,2,6,0.40555555555555556,68.47802765467789,agent.zip
30,6,2,9,0.34444444444444444,68.45950460824075,agent.zip
40,6,3,6,0.5694444444444444,55.53065658205935,agent.zip
30,3,3,12,0.2777777777777778,66.49887558978476,agent.zip
30,6,3,9,0.325,66.36486958132451,agent.zip
30,9,2,12,0.40555555555555556,68.47802765467789,agent.zip
40,3,2,6,0.3972222222222222,58.28987460170267,agent.zip
40,3,2,9,0.3972222222222222,58.28987460170267,agent.zip
40,9,3,9,0.675,55.50583653423278,agent.zip
