Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
5,6,2,9,0.002,66.88146736425502,agent.zip
10,6,2,9,0.027333333333333334,82.60706443638004,agent.zip
5,6,1,12,0.0,99.05118890906289,agent.zip
20,6,2,6,0.008333333333333333,83.75859795002629,agent.zip
20,6,2,12,0.127,87.67838948980584,agent.zip
40,3,1,9,0.010333333333333333,92.48296794273416,agent.zip
40,9,3,6,0.184,90.9495253931449,agent.zip
40,3,2,12,0.12766666666666668,85.90775353099063,agent.zip
10,3,3,9,0.055,73.12911667490476,agent.zip
5,3,3,9,0.0016666666666666668,103.6341519806097,agent.zip
40,3,1,12,0.03166666666666667,86.36198304796223,agent.zip
10,9,1,6,0.019666666666666666,68.18264950175585,agent.zip
10,6,3,6,0.022,103.42517965599897,agent.zip
10,3,1,6,0.0023333333333333335,111.63074377672321,agent.zip
40,6,2,6,0.07966666666666666,80.34100922945845,agent.zip
40,3,3,6,0.08033333333333334,109.01225314230128,agent.zip
20,6,3,12,0.19666666666666666,76.70526129036348,agent.zip
20,6,1,9,0.005333333333333333,41.4706005756792,agent.zip
5,6,1,9,0.0,80.03858298091676,agent.zip
5,6,2,6,0.04633333333333333,67.33528799077777,agent.zip
10,6,2,6,0.037,69.7413149540333,agent.zip
40,3,2,9,0.056,51.018666890900676,agent.zip
20,3,1,6,0.006,92.13836946417437,agent.zip
40,6,3,6,0.19333333333333333,86.99356300170554,agent.zip
