Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
40,6,3,9,0.4861111111111111,64.20305187111843,agent.zip
30,6,3,6,0.39166666666666666,57.52766185117688,agent.zip
30,9,2,9,0.5583333333333333,54.382419704939764,agent.zip
30,6,2,12,0.3972222222222222,59.40443898354903,agent.zip
30,6,2,9,0.3972222222222222,59.40443898354903,agent.zip
30,9,2,12,0.5583333333333333,54.382419704939764,agent.zip
40,3,2,9,0.2916666666666667,57.59624489950295,agent.zip
40,9,2,12,0.5972222222222222,57.37304286121167,agent.zip
40,9,2,6,0.5972222222222222,57.37304286121167,agent.zip
40,3,3,9,0.3416666666666667,64.43459823985201,agent.zip
