Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
5,3,2,9,0.016,73.19994596187323,agent.zip
5,9,2,12,0.0304,62.602863965071904,agent.zip
5,6,1,9,0.0037333333333333333,73.84363299982486,agent.zip
5,6,2,9,0.0037333333333333333,79.20390484014852,agent.zip
5,6,2,6,0.006333333333333333,67.9781962659206,agent.zip
10,3,1,12,0.0076,68.92133221965224,agent.zip
5,9,3,12,0.06186666666666667,65.19388767069957,agent.zip
10,3,3,6,0.0368,70.83881597478843,agent.zip
10,6,3,6,0.030066666666666665,59.61392949675875,agent.zip
10,9,2,6,0.018933333333333333,83.66522093550365,agent.zip
10,9,2,9,0.0574,64.23518902118283,agent.zip
10,6,1,6,0.006666666666666667,67.74374961975651,agent.zip
20,9,1,9,0.0374,75.31778377724952,agent.zip
20,3,3,12,0.17266666666666666,77.6704427751125,agent.zip
20,6,3,9,0.15046666666666667,82.67444661603231,agent.zip
20,3,1,9,0.018466666666666666,68.96173566192049,agent.zip
20,3,1,12,0.020666666666666667,76.70121478824929,agent.zip
20,3,2,12,0.06933333333333333,82.2435719588775,agent.zip
20,3,1,6,0.011933333333333334,67.77476624165139,agent.zip
20,6,3,12,0.21533333333333332,67.4839249991954,agent.zip
20,9,3,6,0.1124,62.03129113827955,agent.zip
40,6,3,9,0.31053333333333333,89.97596698988173,agent.zip
40,6,3,6,0.15733333333333333,80.80099358312218,agent.zip
40,9,3,6,0.24293333333333333,75.67904047026758,agent.zip
