Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
40,9,3,6,0.6777777777777778,61.38001471819506,agent.zip
30,6,2,6,0.37777777777777777,59.70950168690367,agent.zip
30,9,3,9,0.5944444444444444,63.22557524457185,agent.zip
30,3,2,12,0.275,59.69019424797424,agent.zip
30,6,3,12,0.5,63.391717262304695,agent.zip
40,9,2,12,0.7222222222222222,64.84781399468687,agent.zip
40,9,2,6,0.7222222222222222,64.84781399468687,agent.zip
40,9,3,9,0.6777777777777778,61.38001471819506,agent.zip
40,3,3,6,0.3861111111111111,61.823598435558495,agent.zip
40,9,3,12,0.6777777777777778,61.38001471819506,agent.zip
