Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
10,6,3,9,0.039,57.555232298804505,agent.zip
5,9,2,9,0.04033333333333333,47.96995391272648,agent.zip
20,3,3,12,0.10933333333333334,74.3665501408206,agent.zip
5,9,3,6,0.016666666666666666,70.98382958793609,agent.zip
20,9,1,12,0.020666666666666667,70.35957506176707,agent.zip
10,9,3,12,0.059,82.59807967578494,agent.zip
10,6,1,12,0.006,66.38220847994924,agent.zip
10,3,3,9,0.035666666666666666,71.31712447811886,agent.zip
10,3,1,9,0.0,87.94604933519265,agent.zip
5,3,2,9,0.027666666666666666,49.067065571141534,agent.zip
10,9,1,9,0.007333333333333333,61.34560230292863,agent.zip
20,9,1,9,0.013666666666666667,75.53795059102654,agent.zip
10,6,2,9,0.02666666666666667,53.50391943051033,agent.zip
40,3,3,9,0.107,70.40373768040291,agent.zip
10,9,3,6,0.03,69.34536136164331,agent.zip
40,6,2,6,0.06,73.39895136093878,agent.zip
40,6,2,12,0.09233333333333334,67.73914026921638,agent.zip
20,3,3,9,0.066,67.0480051542203,agent.zip
40,9,3,9,0.371,80.7562358669248,agent.zip
40,3,1,12,0.013333333333333334,63.6361224114847,agent.zip
40,3,2,12,0.06466666666666666,60.99221180085013,agent.zip
40,9,1,9,0.03833333333333333,51.640999594797336,agent.zip
40,6,1,6,0.019,50.35472204608817,agent.zip
40,6,1,12,0.019666666666666666,58.63296141600529,agent.zip
