Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
40,3,3,12,0.5194444444444445,54.95287425909604,agent.zip
30,3,3,9,0.32222222222222224,56.09659266161426,agent.zip
40,6,3,6,0.675,54.995227855348645,agent.zip
30,3,2,12,0.2972222222222222,57.57492423818343,agent.zip
30,3,2,9,0.2972222222222222,57.57492423818343,agent.zip
40,9,2,6,0.7166666666666667,58.87111312071885,agent.zip
30,9,3,9,0.6083333333333333,56.24326560722765,agent.zip
30,6,2,6,0.4222222222222222,57.56579996686069,agent.zip
40,6,3,9,0.675,54.995227855348645,agent.zip
40,6,2,9,0.6277777777777778,59.07486798162594,agent.zip
