Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
20,3,3,12,0.16366666666666665,67.14514231756245,agent.zip
5,9,2,12,0.005,68.12300927561868,agent.zip
10,6,3,12,0.098,84.23657733751368,agent.zip
10,9,2,12,0.037333333333333336,65.92546461357763,agent.zip
5,6,1,6,0.0023333333333333335,87.43380602879894,agent.zip
20,9,1,9,0.007,77.41186998015372,agent.zip
10,6,2,6,0.0036666666666666666,96.69128575497508,agent.zip
10,6,1,9,0.004666666666666667,87.01743236911733,agent.zip
10,9,3,12,0.09866666666666667,62.16220577859718,agent.zip
5,3,1,12,0.0,72.60884288192051,agent.zip
5,6,2,12,0.004,68.42217259317341,agent.zip
10,9,3,6,0.019666666666666666,71.0518158754561,agent.zip
20,6,1,12,0.007333333333333333,68.97797184187291,agent.zip
20,9,1,12,0.011666666666666667,68.97814223310742,agent.zip
5,3,3,9,0.011,54.27982126283738,agent.zip
10,9,1,12,0.008666666666666666,69.80212612772897,agent.zip
20,3,3,9,0.08166666666666667,61.44063897972208,agent.zip
10,3,3,9,0.03166666666666667,88.98059390331373,agent.zip
40,6,3,6,0.187,61.41355289019623,agent.zip
40,6,1,9,0.037333333333333336,69.36768694663833,agent.zip
40,6,3,12,0.3383333333333333,41.94230740294241,agent.zip
40,9,2,12,0.31666666666666665,68.13253552766427,agent.zip
40,6,2,12,0.11366666666666667,59.71876215642641,agent.zip
40,6,1,12,0.06,71.64596293438457,agent.zip
