Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
5,6,2,6,0.0,96.21280843050675,agent.zip
10,9,1,12,0.0013333333333333333,88.19191886558826,agent.zip
20,3,3,9,0.16566666666666666,88.76139478407735,agent.zip
20,3,2,6,0.014666666666666666,74.5357453103979,agent.zip
20,6,3,6,0.073,61.67260174873733,agent.zip
40,3,3,9,0.166,66.33907259605327,agent.zip
40,9,1,12,0.016,95.34325789176451,agent.zip
40,3,3,6,0.14933333333333335,94.35145627462548,agent.zip
5,3,3,12,0.095,41.71566232606211,agent.zip
10,9,3,12,0.11466666666666667,97.52393100582083,agent.zip
20,9,2,6,0.024333333333333332,35.671719814226044,agent.zip
5,9,3,6,0.04833333333333333,69.48828581743227,agent.zip
40,6,3,12,0.29033333333333333,72.17859207111266,agent.zip
5,3,2,12,0.0,78.32102009490934,agent.zip
40,6,3,6,0.15233333333333332,81.22705300171589,agent.zip
20,9,1,12,0.052,88.15482676907804,agent.zip
5,9,2,9,0.023333333333333334,68.16609268163327,agent.zip
10,3,2,12,0.10966666666666666,81.68487070752403,agent.zip
5,9,1,9,0.007666666666666666,85.50290868071671,agent.zip
20,3,1,12,0.046,93.81179727026522,agent.zip
40,9,1,9,0.08433333333333333,83.43552758745557,agent.zip
5,6,3,9,0.07766666666666666,51.37104556862021,agent.zip
40,3,2,9,0.14133333333333334,101.92564876503498,agent.zip
40,9,2,6,0.19433333333333333,95.39094595994173,agent.zip
