Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
40,6,3,6,0.5027777777777778,65.68926912673508,agent.zip
30,9,3,12,0.3611111111111111,52.45115890169047,agent.zip
30,9,2,9,0.4583333333333333,51.36519587747296,agent.zip
30,3,3,12,0.24166666666666667,52.36569630521086,agent.zip
30,6,3,12,0.3138888888888889,52.30713538375871,agent.zip
40,6,2,12,0.55,59.08385892747674,agent.zip
40,9,3,12,0.6305555555555555,65.60425966350316,agent.zip
40,6,2,9,0.55,59.08385892747674,agent.zip
40,3,3,12,0.3194444444444444,68.78872978332987,agent.zip
40,9,3,6,0.6305555555555555,65.60425966350316,agent.zip
