Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
5,9,3,6,0.0524,87.0599906456967,agent.zip
10,6,3,9,0.10293333333333334,70.976148097361,agent.zip
5,3,1,6,0.0066,61.255378875334834,agent.zip
5,6,3,6,0.0408,87.06218031138188,agent.zip
5,6,2,9,0.014066666666666667,62.2750762583789,agent.zip
10,9,1,6,0.0342,59.28318656295258,agent.zip
10,3,3,6,0.0446,66.98269651332575,agent.zip
5,3,1,9,0.002533333333333333,72.28868297146207,agent.zip
10,3,1,9,0.005,78.8718611656718,agent.zip
10,9,1,9,0.010466666666666668,78.86493190492737,agent.zip
10,6,3,12,0.09893333333333333,72.93325416823436,agent.zip
10,6,1,9,0.007266666666666667,78.86798619781813,agent.zip
10,9,3,9,0.1334,70.97457772465926,agent.zip
20,3,2,6,0.013466666666666667,72.5436917049451,agent.zip
20,9,2,9,0.10533333333333333,69.72909818888866,agent.zip
20,3,3,12,0.12186666666666666,75.84811769213546,agent.zip
20,3,1,12,0.0146,83.7614806440695,agent.zip
20,9,3,12,0.3022,72.38434356361253,agent.zip
20,6,1,12,0.021933333333333332,82.29068361255254,agent.zip
20,6,1,6,0.0318,73.275694320236,agent.zip
40,6,2,9,0.11753333333333334,78.52813376358175,agent.zip
40,6,3,9,0.32053333333333334,80.16665670965936,agent.zip
40,3,3,6,0.1538,66.62088671190206,agent.zip
40,3,1,9,0.033933333333333336,76.46705468825482,agent.zip
