Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
40,6,3,12,0.5666666666666667,53.07689800359136,agent.zip
40,6,3,6,0.5666666666666667,53.07689800359136,agent.zip
30,3,3,6,0.25555555555555554,62.76319861092705,agent.zip
40,6,2,6,0.6027777777777777,57.00985052272173,agent.zip
30,3,2,9,0.2916666666666667,55.35059504731853,agent.zip
30,9,2,12,0.48333333333333334,56.11788793214503,agent.zip
40,6,2,12,0.6027777777777777,57.00985052272173,agent.zip
40,3,2,6,0.36944444444444446,61.95528128041769,agent.zip
40,9,2,12,0.6861111111111111,57.06680112249586,agent.zip
40,9,3,9,0.6972222222222222,52.99054923405257,agent.zip
