Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
30,9,3,6,0.575,63.26568337587747,agent.zip
40,6,2,9,0.6138888888888889,55.29438170790806,agent.zip
40,6,2,6,0.6138888888888889,55.29438170790806,agent.zip
30,6,2,6,0.5416666666666666,60.92843176585933,agent.zip
30,9,3,9,0.575,63.26568337587747,agent.zip
30,6,3,9,0.4305555555555556,63.337386164560314,agent.zip
40,6,2,12,0.6138888888888889,55.29438170790806,agent.zip
40,6,3,9,0.6916666666666667,55.3478255148585,agent.zip
40,3,3,9,0.525,55.05731688948757,agent.zip
40,9,3,6,0.7861111111111111,55.54516022030097,agent.zip
