Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
5,3,3,9,0.031066666666666666,80.70148857545209,agent.zip
5,3,1,12,0.010066666666666666,56.31223271018174,agent.zip
5,9,2,12,0.04666666666666667,80.0640534676691,agent.zip
5,9,1,9,0.005533333333333334,68.92790149738654,agent.zip
10,6,2,12,0.07253333333333334,66.0322892910372,agent.zip
10,6,3,6,0.0566,78.77956788353485,agent.zip
10,9,3,9,0.09913333333333334,72.65581280224781,agent.zip
10,6,2,9,0.050666666666666665,65.50711503926398,agent.zip
10,9,3,12,0.17473333333333332,67.64470065921196,agent.zip
10,9,2,6,0.026066666666666665,79.60261168101339,agent.zip
10,9,3,6,0.06686666666666667,80.49514940267467,agent.zip
20,3,2,12,0.095,80.65412388167643,agent.zip
20,6,1,9,0.0304,72.68994816024102,agent.zip
20,9,2,6,0.0572,79.68926064962878,agent.zip
20,9,1,12,0.0328,72.69766730641639,agent.zip
20,6,3,9,0.1572,65.26358744825922,agent.zip
20,6,2,6,0.037866666666666667,69.25776343001122,agent.zip
20,3,1,12,0.0176,73.24722583860772,agent.zip
40,3,3,12,0.29273333333333335,62.82585668216788,agent.zip
40,9,2,6,0.08333333333333333,84.60287003534049,agent.zip
40,6,3,12,0.34946666666666665,74.77665589008085,agent.zip
40,3,1,12,0.048133333333333334,72.74390806720535,agent.zip
40,3,2,9,0.1018,77.37617690412188,agent.zip
40,9,3,6,0.1956,81.82598668264345,agent.zip
