Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
5,6,1,12,0.016266666666666665,75.79350930781442,agent.zip
5,9,2,9,0.023333333333333334,69.29610893294308,agent.zip
5,9,1,6,0.022,92.28595931917287,agent.zip
5,6,3,12,0.0556,91.73896728634706,agent.zip
5,9,3,12,0.0718,91.73927731115435,agent.zip
5,9,1,9,0.0028,71.92604421629412,agent.zip
5,9,2,6,0.005866666666666667,75.07176942666413,agent.zip
5,3,2,6,0.0027333333333333333,74.71585261724849,agent.zip
5,6,2,9,0.017666666666666667,69.29456956520774,agent.zip
10,9,3,6,0.07186666666666666,74.51699045233815,agent.zip
10,6,1,6,0.005533333333333334,79.48749546535149,agent.zip
10,9,2,12,0.1018,62.89957197065031,agent.zip
20,3,2,6,0.015533333333333333,82.01491019163014,agent.zip
20,9,1,6,0.018266666666666667,75.0131079099786,agent.zip
20,6,3,6,0.10246666666666666,92.70616936947548,agent.zip
20,6,1,9,0.009666666666666667,86.30664696753111,agent.zip
20,6,1,6,0.011933333333333334,75.01304580880624,agent.zip
40,6,3,9,0.2896666666666667,68.8088298815318,agent.zip
40,9,3,12,0.4582,85.08622361103541,agent.zip
40,3,2,9,0.09346666666666667,80.30107452932309,agent.zip
40,6,2,12,0.17113333333333333,84.43861050483535,agent.zip
40,6,1,9,0.04446666666666667,83.89128310777711,agent.zip
40,6,2,6,0.0658,77.52090763133326,agent.zip
40,9,1,12,0.047466666666666664,84.6014415207385,agent.zip
