Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
5,9,3,12,0.08766666666666667,67.30470788120617,agent.zip
5,9,1,6,0.003,58.68004074037225,agent.zip
5,9,1,9,0.01,64.88387189734632,agent.zip
20,3,2,9,0.051666666666666666,85.81880339006516,agent.zip
20,6,2,9,0.071,85.81880339006516,agent.zip
40,6,3,6,0.184,79.26199060555764,agent.zip
40,3,1,6,0.018,87.97755184983943,agent.zip
40,6,2,6,0.098,75.37999681383506,agent.zip
5,6,2,6,0.0026666666666666666,58.328181931519886,agent.zip
10,6,2,6,0.004666666666666667,68.38775628749364,agent.zip
5,6,3,12,0.04533333333333334,76.45843125428401,agent.zip
40,3,2,6,0.029666666666666668,66.3994503516608,agent.zip
40,6,1,9,0.011666666666666667,93.03208686279301,agent.zip
40,3,1,9,0.005333333333333333,93.03208686279301,agent.zip
20,3,1,6,0.008,89.35264128667984,agent.zip
40,9,2,6,0.03233333333333333,44.15938552792219,agent.zip
10,6,3,6,0.036333333333333336,76.92330630719276,agent.zip
20,9,3,12,0.328,100.36371694751817,agent.zip
20,9,1,6,0.05466666666666667,62.174244235504965,agent.zip
40,9,2,9,0.192,56.53150393111583,agent.zip
10,9,2,12,0.08233333333333333,79.92329674535935,agent.zip
20,6,2,6,0.05433333333333333,41.33216047128632,agent.zip
40,6,3,12,0.4036666666666667,48.384823532683356,agent.zip
10,3,3,12,0.09533333333333334,47.45811793328295,agent.zip
