Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
5,3,3,9,0.028666666666666667,73.10637368335931,agent.zip
5,3,3,6,0.006066666666666666,70.77415960138316,agent.zip
5,9,2,9,0.007266666666666667,63.82012759327209,agent.zip
5,6,3,12,0.027266666666666668,83.01653788736895,agent.zip
5,9,1,6,0.013533333333333333,72.4683156283342,agent.zip
5,6,3,9,0.042333333333333334,73.10356492476885,agent.zip
5,3,2,9,0.0022,56.96576327440053,agent.zip
10,9,3,9,0.106,67.57562086577353,agent.zip
10,6,3,12,0.094,67.49303604964545,agent.zip
5,9,2,12,0.054266666666666664,71.08811437021522,agent.zip
10,9,2,12,0.0602,74.66389996837492,agent.zip
10,3,2,9,0.0096,74.6461568613279,agent.zip
10,3,3,12,0.0756,74.08145923452845,agent.zip
20,9,1,12,0.04226666666666667,72.72779908711622,agent.zip
20,9,2,9,0.06546666666666667,74.50389484621226,agent.zip
20,3,1,6,0.0106,73.27992367769656,agent.zip
20,6,1,6,0.0144,65.99536755079723,agent.zip
20,9,1,6,0.0138,66.30021614276679,agent.zip
20,9,1,9,0.026866666666666667,75.90157093514003,agent.zip
40,3,1,12,0.014266666666666667,71.89554539586884,agent.zip
40,9,1,9,0.0694,88.08821087809065,agent.zip
40,6,2,6,0.048666666666666664,66.59849927033747,agent.zip
40,6,2,12,0.16813333333333333,74.91328636292532,agent.zip
40,3,3,9,0.1904,82.43004100593355,agent.zip
