Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
40,3,2,6,0.3472222222222222,52.9963106955659,agent.zip
40,3,2,9,0.3472222222222222,52.9963106955659,agent.zip
40,6,2,9,0.4638888888888889,53.05760565962927,agent.zip
30,9,2,12,0.6638888888888889,51.53544094720362,agent.zip
30,6,2,9,0.5666666666666667,51.2914653548022,agent.zip
30,9,2,6,0.6638888888888889,51.53544094720362,agent.zip
30,9,3,9,0.6805555555555556,57.34501555575338,agent.zip
40,9,3,6,0.5861111111111111,61.28165520164287,agent.zip
40,6,3,12,0.4527777777777778,61.6055977092974,agent.zip
40,6,2,12,0.4638888888888889,53.05760565962927,agent.zip
