Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
5,3,3,6,0.03233333333333333,61.514649533834444,agent.zip
5,6,1,9,0.006333333333333333,99.14608198025694,agent.zip
5,3,1,6,0.007666666666666666,66.01116779540949,agent.zip
5,3,1,12,0.006,81.07815150183954,agent.zip
5,3,3,9,0.03933333333333333,76.18336483565302,agent.zip
10,3,1,9,0.011,90.29639638579046,agent.zip
40,6,2,6,0.05733333333333333,55.161547094590816,agent.zip
40,6,1,6,0.025,58.30717618810729,agent.zip
10,9,1,6,0.020666666666666667,63.775472345456286,agent.zip
10,9,1,9,0.012333333333333333,48.16829484280765,agent.zip
10,3,2,6,0.0023333333333333335,95.90303353279559,agent.zip
10,9,2,6,0.006666666666666667,93.88413328543879,agent.zip
5,3,2,12,0.004,86.47678463388382,agent.zip
40,3,2,6,0.018333333333333333,102.32867353625748,agent.zip
10,3,1,6,0.0036666666666666666,100.79737347208714,agent.zip
40,3,3,6,0.08933333333333333,99.94705264738441,agent.zip
5,9,3,9,0.08766666666666667,47.12936856208207,agent.zip
10,6,1,12,0.004666666666666667,103.73510483476014,agent.zip
5,6,3,9,0.045,62.367988090100596,agent.zip
20,9,3,6,0.098,53.50930076395465,agent.zip
5,6,1,6,0.008,45.57616332195355,agent.zip
10,6,3,12,0.08266666666666667,55.51907500151227,agent.zip
20,6,1,6,0.01633333333333333,56.89372292628902,agent.zip
40,3,3,9,0.20666666666666667,73.93848882666991,agent.zip
