Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
5,9,3,9,0.093,62.33557921331336,agent.zip
5,3,2,6,0.002,81.44166767804582,agent.zip
5,9,3,6,0.04766666666666667,74.8207584270052,agent.zip
20,9,2,6,0.09133333333333334,78.56179466065507,agent.zip
40,3,2,6,0.04,39.270577305896914,agent.zip
40,9,1,12,0.034333333333333334,56.40781641461203,agent.zip
40,6,1,6,0.023,37.00479882138972,agent.zip
40,6,2,12,0.33666666666666667,54.02937844563092,agent.zip
20,6,2,9,0.101,58.04772916997447,agent.zip
40,3,1,9,0.056666666666666664,102.53712571096843,agent.zip
40,9,3,6,0.253,62.58172329106858,agent.zip
20,6,1,6,0.019333333333333334,56.992952168893055,agent.zip
10,6,1,9,0.034,70.7354133283651,agent.zip
20,3,3,9,0.13933333333333334,84.75148988345227,agent.zip
40,3,2,9,0.155,50.008660393847926,agent.zip
20,3,2,9,0.08266666666666667,79.15222613354548,agent.zip
5,6,2,12,0.0033333333333333335,75.2017571596683,agent.zip
10,3,3,12,0.104,74.8569638778824,agent.zip
5,6,2,9,0.010666666666666666,71.04034408010126,agent.zip
10,9,1,6,0.008,88.31036624291532,agent.zip
10,3,2,12,0.006666666666666667,77.84679145426121,agent.zip
10,9,1,12,0.007333333333333333,64.6452671152968,agent.zip
20,3,2,12,0.030333333333333334,77.10617994278142,agent.zip
20,3,1,12,0.011,56.79157570727014,agent.zip
