Number of Intruders,Intruder Size,Intruder Speed,Direction Change Interval,Avg Collisions per Step,Avg Deviation,Model
40,9,3,6,0.6777777777777778,58.928771456781476,agent.zip
30,3,2,12,0.3138888888888889,59.13240230736685,agent.zip
40,6,2,6,0.46111111111111114,64.35860732266754,agent.zip
30,6,2,6,0.4638888888888889,58.41873010460381,agent.zip
30,6,3,9,0.6055555555555555,59.53999561775161,agent.zip
30,6,3,6,0.6055555555555555,59.53999561775161,agent.zip
30,9,2,6,0.6305555555555555,57.746757304776416,agent.zip
40,6,2,9,0.46111111111111114,64.35860732266754,agent.zip
40,6,3,9,0.5833333333333334,58.78532825496965,agent.zip
40,3,2,9,0.39444444444444443,64.54251986758948,agent.zip
